txn_id,customer_id,merchant_id,timestamp,amount,payment_method,bank,merchant_vertical,failure_reason_code,customer_instruments,retry_propensity,was_retried_historically,retry_success_obs,risk_score,p_success_retry_soon,p_success_retry_later,p_success_switch_method,p_success_send_link,is_weekend,hour_of_day,day_of_week,day_of_month,amount_log,txn_value_bucket
pay103030,cus979,mer41,2025-05-12 20:10:00,19699.94,upi,bank_g,food_delivery,issuer_decline,1,0.4948,1,0.0,0.2804,0.0,0.1604,0.1571,0.0471,0,20,0,12,9.88842162932376,large
pay107161,cus2178,mer49,2025-05-18 20:00:00,705.55,upi,bank_f,food_delivery,network_timeout,3,0.7002,0,,0.2746,0.7147,0.3274,0.2646,0.2811,1,20,6,18,6.5603939710287555,medium
pay103809,cus2278,mer71,2025-04-20 04:22:00,381.97,upi,bank_i,travel,bank_server_timeout,3,0.8567,1,1.0,0.1869,0.67,0.6279,0.6683,0.2443,1,4,6,20,5.947956657131048,small
pay100447,cus2559,mer106,2025-06-22 00:18:00,487.04,upi,bank_d,subscription_saas,bank_server_timeout,1,0.8125,1,1.0,0.3755,0.7862,0.5621,0.0377,0.4193,1,0,6,22,6.190397369707133,small
pay108121,cus3333,mer9,2025-06-24 00:40:00,11876.28,upi,bank_e,ecommerce,upi_server_busy,4,0.8021,1,0.0,0.4787,0.8031,0.2746,0.6607,0.2472,0,0,1,24,9.3823826104732,large
pay102186,cus2720,mer31,2025-02-24 23:15:00,746.2,upi,bank_b,food_delivery,upi_server_busy,3,0.9449,1,1.0,0.1493,0.8811,0.5311,0.6063,0.4371,0,23,0,24,6.616332886914633,medium
pay107354,cus3077,mer88,2025-06-16 12:51:00,135.85,netbanking,bank_d,utility_bills,issuer_decline,2,0.4813,0,,0.2582,0.2279,0.0,0.0376,0.0,0,12,0,16,4.918885435486688,small
pay114845,cus393,mer48,2025-02-20 21:29:00,1071.73,credit_card,bank_b,ecommerce,insufficient_funds,2,0.3884,0,,0.2681,0.1191,0.3265,0.2179,0.2797,0,21,3,20,6.977962080025035,medium
pay119730,cus3862,mer117,2025-03-18 05:39:00,2065.42,upi,bank_j,utility_bills,insufficient_funds,3,0.4959,0,,0.5146,0.0795,0.9786,0.3621,0.4205,0,5,1,18,7.633572920403008,medium
pay102384,cus2531,mer99,2025-02-03 01:19:00,123.93,upi,bank_j,food_delivery,bank_server_timeout,4,0.7263,1,1.0,0.9423,0.8301,0.4542,0.4571,0.3133,0,1,0,3,4.827753580443738,small
pay119504,cus3064,mer33,2025-02-27 18:24:00,501.7,debit_card,bank_h,food_delivery,issuer_decline,2,0.4821,0,,0.1774,0.2371,0.0,0.0971,0.0,0,18,3,27,6.21999357069853,medium
pay111648,cus350,mer88,2025-03-23 15:24:00,203.6,credit_card,bank_f,travel,network_timeout,4,0.7531,0,,0.0285,0.8019,0.1887,0.4645,0.4787,1,15,6,23,5.321056853517526,small
pay101793,cus2986,mer102,2025-02-20 01:27:00,261.21,debit_card,bank_f,food_delivery,network_timeout,1,0.7926,1,0.0,0.1214,0.7409,0.4587,0.0,0.2633,0,1,3,20,5.569145709427657,small
pay101790,cus2035,mer90,2025-04-16 03:47:00,1490.59,debit_card,bank_j,education_fees,bank_server_timeout,2,0.7878,1,1.0,0.5459,0.7736,0.4598,0.5081,0.2813,0,3,2,16,7.307597944071948,medium
pay109057,cus1817,mer92,2025-02-12 04:28:00,50.0,upi,bank_b,utility_bills,insufficient_funds,4,0.5287,1,0.0,0.1178,0.2838,0.708,0.0,0.2118,0,4,2,12,3.9318256327243257,small
pay112686,cus3680,mer12,2025-03-02 01:36:00,500.56,netbanking,bank_b,travel,upi_server_busy,1,0.8636,1,0.0,0.1048,0.5577,0.396,0.1594,0.5536,1,1,6,2,6.217723241322337,medium
pay112522,cus2032,mer14,2025-03-22 21:37:00,4414.67,upi,bank_g,food_delivery,otp_expired,1,0.5472,1,0.0,0.4058,0.3494,0.3842,0.0617,0.4032,1,21,5,22,8.392914856903767,medium
pay104793,cus2145,mer64,2025-02-16 08:54:00,88.7,upi,bank_j,travel,bank_server_timeout,3,0.8432,1,1.0,0.3588,0.8607,0.6066,0.5406,0.4514,1,8,6,16,4.49647076906475,small
pay117958,cus2428,mer46,2025-02-22 15:44:00,8809.22,upi,bank_j,utility_bills,bank_server_timeout,4,0.8613,1,1.0,0.6035,1.0,0.4428,0.5749,0.06,1,15,5,22,9.083667690241596,large
pay112169,cus3501,mer76,2025-01-18 05:41:00,1429.46,netbanking,bank_e,ecommerce,network_timeout,2,0.7481,1,1.0,0.2687,0.5172,0.0355,0.5325,0.1932,1,5,5,18,7.265751349848252,medium
pay113415,cus113,mer55,2025-04-06 16:26:00,13483.17,upi,bank_i,travel,insufficient_funds,2,0.4166,0,,0.4483,0.2171,0.534,0.1274,0.2579,1,16,6,6,9.509271683809333,large
pay119120,cus3490,mer41,2025-04-23 07:19:00,2217.07,netbanking,bank_e,travel,issuer_decline,3,0.446,0,,0.3097,0.0,0.1015,0.4129,0.1131,0,7,2,23,7.704392727376239,medium
pay107222,cus2177,mer4,2025-03-13 23:51:00,18727.73,upi,bank_i,food_delivery,issuer_decline,2,0.4162,1,0.0,0.3834,0.3041,0.4425,0.4198,0.0655,0,23,3,13,9.837813987479857,large
pay108390,cus3245,mer72,2025-06-28 13:00:00,1747.42,upi,bank_b,food_delivery,bank_server_timeout,3,0.8265,1,0.0,0.33,0.5881,0.5394,0.6036,0.2707,1,13,5,28,7.466467801953705,medium
pay103225,cus3714,mer70,2025-05-19 22:24:00,82.26,debit_card,bank_f,ecommerce,card_expired,3,0.0637,0,,0.0642,0.0138,0.067,0.0,0.1504,0,22,0,19,4.421968241766829,small
pay109820,cus3803,mer59,2025-05-24 19:50:00,1338.57,upi,bank_e,ecommerce,upi_server_busy,2,0.8211,1,0.0,0.3931,0.5352,0.3803,0.8246,0.6195,1,19,5,24,7.2001039459245835,medium
pay113716,cus3302,mer78,2025-04-18 19:14:00,92.41,credit_card,bank_d,education_fees,upi_server_busy,1,0.8042,1,1.0,0.3122,0.5526,0.1692,0.0537,0.4949,0,19,4,18,4.5369984058847574,small
pay117309,cus1083,mer52,2025-03-03 21:18:00,774.87,debit_card,bank_d,ecommerce,otp_expired,1,0.6124,0,,0.2948,0.2203,0.1923,0.0,0.3065,0,21,0,3,6.653984980376013,medium
pay109837,cus1485,mer49,2025-06-15 16:08:00,1052.29,upi,bank_g,travel,upi_server_busy,1,0.8366,1,1.0,0.2555,0.857,0.6013,0.0,0.4387,1,16,6,15,6.9596738778261,medium
pay118279,cus200,mer98,2025-01-27 05:56:00,1160.78,upi,bank_j,utility_bills,issuer_decline,1,0.4864,1,0.0,0.4121,0.2317,0.3382,0.3361,0.1147,0,5,0,27,7.057708590743362,medium
pay108344,cus1990,mer37,2025-02-24 03:56:00,1595.17,upi,bank_h,utility_bills,upi_server_busy,4,0.8121,1,1.0,0.17,1.0,0.4187,0.8376,0.469,0,3,0,24,7.375362288628024,medium
pay115506,cus212,mer30,2025-04-17 01:22:00,234.22,netbanking,bank_b,education_fees,insufficient_funds,3,0.5357,0,,0.1576,0.3706,0.3926,0.0658,0.3523,0,1,3,17,5.460521246422891,small
pay116284,cus651,mer34,2025-03-03 20:42:00,2538.09,upi,bank_a,ecommerce,bank_server_timeout,4,0.8101,1,0.0,0.4598,0.5859,0.2441,0.6678,0.3909,0,20,0,3,7.839561028102836,medium
pay106536,cus2786,mer110,2025-03-04 00:35:00,50.0,credit_card,bank_b,travel,bank_server_timeout,3,0.7771,1,1.0,0.1806,0.7532,0.4808,0.6533,0.4294,0,0,1,4,3.9318256327243257,small
pay106319,cus3212,mer36,2025-02-26 04:17:00,111.44,credit_card,bank_e,utility_bills,bank_server_timeout,3,0.8232,0,,0.1739,0.8327,0.4832,0.6468,0.4711,0,4,2,26,4.722419746038331,small
pay111864,cus2529,mer81,2025-06-03 17:42:00,1648.98,upi,bank_a,ecommerce,bank_server_timeout,4,0.7518,1,0.0,0.3965,0.6959,0.1708,0.7751,0.2993,0,17,1,3,7.408518445609043,medium
pay100660,cus3285,mer116,2025-02-01 19:25:00,1514.57,debit_card,bank_b,food_delivery,bank_server_timeout,2,0.7281,1,1.0,0.2815,0.2484,0.1949,0.8229,0.414,1,19,5,1,7.323546884807604,medium
pay103696,cus2217,mer93,2025-02-25 10:50:00,1990.64,upi,bank_f,food_delivery,network_timeout,2,0.7943,1,0.0,0.3375,0.4406,0.2464,0.4521,0.19,0,10,1,25,7.596713698920627,medium
pay100485,cus430,mer60,2025-02-11 21:00:00,114.22,upi,bank_b,subscription_saas,bank_server_timeout,4,0.9154,1,0.0,0.0581,0.4114,0.379,0.6142,0.4916,0,21,1,11,4.746843344304237,small
pay107295,cus3840,mer117,2025-03-12 01:55:00,1018.54,upi,bank_g,travel,upi_server_busy,1,0.8057,1,1.0,0.896,0.9439,0.3804,0.18,0.2711,0,1,2,12,6.927106824163919,medium
pay118383,cus134,mer36,2025-02-22 15:48:00,116.06,upi,bank_g,food_delivery,insufficient_funds,3,0.4375,0,,0.2025,0.3669,0.3467,0.3448,0.3107,1,15,5,22,4.7626866238630745,small
pay110944,cus1205,mer42,2025-04-19 18:28:00,263.27,debit_card,bank_g,travel,upi_server_busy,3,0.9434,1,0.0,0.1576,0.5492,0.3451,0.6336,0.2454,1,18,5,19,5.5769713077898135,small
pay116223,cus3272,mer45,2025-02-16 19:57:00,439.97,debit_card,bank_h,ecommerce,bank_server_timeout,3,0.7858,0,,0.1022,0.5448,0.2955,0.7789,0.4529,1,19,6,16,6.088976845922006,small
pay108429,cus2859,mer1,2025-04-13 03:49:00,122.37,debit_card,bank_f,food_delivery,insufficient_funds,4,0.5634,1,0.0,0.1543,0.396,0.6607,0.3035,0.4342,1,3,6,13,4.8151879700833735,small
pay115819,cus1793,mer13,2025-03-07 04:35:00,3594.66,debit_card,bank_i,ecommerce,network_timeout,2,0.7161,1,0.0,0.306,0.6441,0.2321,0.5217,0.1074,0,4,4,7,8.187482841621982,medium
pay109876,cus3016,mer103,2025-06-26 22:19:00,491.32,debit_card,bank_a,utility_bills,bank_server_timeout,1,0.8369,1,1.0,0.1679,0.5032,0.592,0.1554,0.354,0,22,3,26,6.199128911573732,small
pay102651,cus3343,mer65,2025-06-08 04:16:00,106.82,upi,bank_c,education_fees,bank_server_timeout,3,0.8759,1,0.0,0.2202,0.7257,0.4127,0.788,0.3684,1,4,6,8,4.680463170023523,small
pay116778,cus419,mer12,2025-04-16 09:50:00,3397.81,upi,bank_a,ecommerce,insufficient_funds,2,0.4874,1,0.0,0.3143,0.3677,0.5564,0.2893,0.4792,0,9,2,16,8.131180649339957,medium
pay107120,cus1325,mer78,2025-04-04 22:27:00,237.64,upi,bank_g,ecommerce,upi_server_busy,1,0.8439,1,0.0,0.1161,0.6979,0.3497,0.0268,0.293,0,22,4,4,5.474956140206493,small
pay117414,cus1202,mer69,2025-04-12 16:21:00,452.78,credit_card,bank_i,food_delivery,upi_server_busy,1,0.8384,1,1.0,0.2244,0.8088,0.4431,0.038,0.2817,1,16,5,12,6.117612499095993,small
pay115053,cus1717,mer76,2025-05-21 11:49:00,1769.39,upi,bank_h,education_fees,otp_expired,2,0.6085,0,,0.3217,0.3581,0.2825,0.2386,0.2345,0,11,2,21,7.478955140279857,medium
pay107692,cus2645,mer119,2025-03-09 08:02:00,119.72,debit_card,bank_a,education_fees,otp_expired,1,0.5824,1,1.0,0.1773,0.368,0.4584,0.0442,0.1378,1,8,6,9,4.793473814459594,small
pay118489,cus73,mer32,2025-03-09 07:42:00,966.75,upi,bank_h,food_delivery,bank_server_timeout,1,0.7908,1,1.0,0.1766,0.7575,0.5752,0.2196,0.3835,1,7,6,9,6.874973789457758,medium
pay109650,cus1393,mer109,2025-02-23 03:25:00,2392.11,upi,bank_c,travel,bank_server_timeout,4,0.7789,1,1.0,0.3818,0.8937,0.6966,0.7841,0.2456,1,3,6,23,7.780349054256836,medium
pay113208,cus2121,mer42,2025-05-29 09:31:00,3157.65,credit_card,bank_d,utility_bills,issuer_decline,4,0.5061,1,0.0,0.4851,0.2566,0.1955,0.1513,0.1824,0,9,3,29,8.057900000108676,medium
pay105926,cus861,mer73,2025-05-14 18:44:00,259.57,debit_card,bank_a,travel,upi_server_busy,3,0.8676,1,1.0,0.1631,0.6956,0.4724,0.808,0.2251,0,18,2,14,5.562871539107794,small
pay107552,cus1167,mer13,2025-03-31 22:36:00,1327.17,upi,bank_c,food_delivery,account_blocked,1,0.0591,0,,0.3337,0.0,0.0276,0.0471,0.0483,0,22,0,31,7.191557333891729,medium
pay116299,cus3809,mer84,2025-01-17 16:33:00,326.1,upi,bank_c,travel,bank_server_timeout,4,0.8303,1,0.0,0.108,0.5585,0.5753,0.5851,0.315,0,16,4,17,5.790265934544339,small
pay116004,cus2201,mer62,2025-06-21 02:16:00,2191.72,upi,bank_a,food_delivery,insufficient_funds,2,0.5383,0,,0.3366,0.2629,0.7373,0.0422,0.5546,1,2,5,21,7.692898061287665,medium
pay119220,cus135,mer20,2025-04-27 12:08:00,219.9,netbanking,bank_i,subscription_saas,bank_server_timeout,3,0.8155,1,0.0,0.1185,0.3987,0.1971,0.7972,0.3564,1,12,6,27,5.397710110426072,small
pay115122,cus2448,mer81,2025-01-14 05:40:00,716.51,netbanking,bank_d,food_delivery,bank_server_timeout,4,0.8202,1,1.0,0.3852,0.6849,0.1697,0.5571,0.2243,0,5,1,14,6.575786884818883,medium
pay105669,cus1028,mer25,2025-05-04 02:13:00,180.8,credit_card,bank_i,ecommerce,bank_server_timeout,3,0.7477,1,1.0,0.0989,0.8017,0.4463,0.8152,0.2855,1,2,6,4,5.202907181743378,small
pay116332,cus3284,mer6,2025-05-22 20:30:00,3252.5,netbanking,bank_h,ecommerce,issuer_decline,4,0.556,1,0.0,0.4505,0.385,0.0,0.2282,0.1506,0,20,3,22,8.087486618935039,medium
pay103606,cus3984,mer107,2025-02-28 22:33:00,905.63,netbanking,bank_g,utility_bills,upi_server_busy,4,0.8565,1,1.0,0.2204,0.7378,0.5907,0.6774,0.4588,0,22,4,28,6.809734428627697,medium
pay109019,cus11,mer52,2025-02-27 20:27:00,518.91,credit_card,bank_g,ecommerce,otp_expired,1,0.5781,1,0.0,0.1344,0.3115,0.2861,0.1556,0.6537,0,20,3,27,6.253655719672857,medium
pay102083,cus2890,mer50,2025-05-01 03:34:00,769.31,credit_card,bank_i,travel,network_timeout,1,0.8025,1,1.0,0.2128,0.6928,0.2918,0.0,0.3467,0,3,3,1,6.646793031229738,medium
pay102224,cus3241,mer10,2025-03-14 04:40:00,1126.96,upi,bank_e,subscription_saas,insufficient_funds,4,0.5606,0,,0.2524,0.3047,0.8156,0.1393,0.4983,0,4,4,14,7.028165970436341,medium
pay112490,cus1187,mer92,2025-04-01 20:14:00,1758.09,upi,bank_e,utility_bills,insufficient_funds,4,0.4042,1,1.0,0.359,0.1108,0.5513,0.2637,0.4726,0,20,1,1,7.472551908863558,medium
pay117785,cus2931,mer108,2025-05-16 08:35:00,360.27,upi,bank_g,education_fees,issuer_decline,3,0.3745,1,0.0,0.125,0.1633,0.2608,0.0342,0.0138,0,8,4,16,5.889625601215949,small
pay111181,cus3324,mer91,2025-03-18 19:28:00,1197.49,credit_card,bank_b,food_delivery,otp_expired,4,0.6937,0,,0.1345,0.2407,0.3989,0.2148,0.2097,0,19,1,18,7.088817710076593,medium
pay119327,cus768,mer99,2025-04-06 04:03:00,51.42,upi,bank_g,food_delivery,insufficient_funds,2,0.5791,1,0.0,0.1015,0.2969,0.7199,0.5726,0.4691,1,4,6,6,3.95928819789526,small
pay104189,cus2643,mer77,2025-06-12 00:24:00,2841.21,upi,bank_b,ecommerce,issuer_decline,2,0.4128,1,0.0,0.39,0.0478,0.2221,0.2626,0.0301,0,0,3,12,7.95233719755281,medium
pay113484,cus73,mer3,2025-02-24 21:56:00,640.85,debit_card,bank_i,ecommerce,account_blocked,1,0.079,0,,0.0618,0.0,0.0,0.1826,0.288,0,21,0,24,6.464354631530935,medium
pay100063,cus1328,mer91,2025-06-24 03:39:00,819.03,debit_card,bank_h,education_fees,upi_server_busy,4,0.8198,1,1.0,0.2073,0.727,0.1617,0.499,0.3071,0,3,1,24,6.709340924954924,medium
pay104420,cus1167,mer103,2025-05-10 21:01:00,9333.83,debit_card,bank_j,education_fees,insufficient_funds,4,0.5177,0,,0.6627,0.2437,0.4352,0.2505,0.2861,1,21,5,10,9.141507844776257,large
pay115096,cus295,mer2,2025-02-21 01:47:00,717.77,upi,bank_h,education_fees,insufficient_funds,3,0.4852,0,,0.1297,0.2461,0.6206,0.1076,0.6252,0,1,4,21,6.5775414178113785,medium
pay109385,cus3174,mer17,2025-05-11 20:43:00,6007.61,debit_card,bank_a,ecommerce,insufficient_funds,4,0.4104,1,0.0,0.3855,0.2088,0.3108,0.163,0.3144,1,20,6,11,8.700948719581628,large
pay105225,cus2533,mer97,2025-03-30 17:04:00,2641.2,upi,bank_a,utility_bills,bank_server_timeout,2,0.7232,0,,0.3509,0.6304,0.4211,0.6733,0.1711,1,17,6,30,7.879367182444254,medium
pay108466,cus1755,mer27,2025-03-13 12:55:00,4400.48,upi,bank_j,education_fees,otp_expired,3,0.5502,1,1.0,0.6028,0.4071,0.4457,0.1445,0.2837,0,12,3,13,8.38969612698515,medium
pay102977,cus3644,mer70,2025-06-11 09:59:00,338.13,upi,bank_b,education_fees,insufficient_funds,4,0.4128,1,0.0,0.064,0.2709,0.7661,0.2193,0.4544,0,9,2,11,5.826383514696429,small
pay114155,cus2489,mer12,2025-06-28 19:47:00,180.92,debit_card,bank_i,ecommerce,account_blocked,1,0.0,0,,0.1027,0.0281,0.0,0.0672,0.0651,1,19,5,28,5.203567030002226,small
pay103217,cus3716,mer100,2025-03-19 09:25:00,1378.88,debit_card,bank_f,food_delivery,upi_server_busy,2,0.8565,1,0.0,0.2821,0.6009,0.428,0.7384,0.4066,0,9,2,19,7.229751817848574,medium
pay105269,cus3516,mer111,2025-04-04 18:37:00,671.86,upi,bank_i,food_delivery,insufficient_funds,2,0.4311,1,0.0,0.2408,0.3788,0.582,0.3937,0.2163,0,18,4,4,6.511537284230636,medium
pay119905,cus3164,mer38,2025-05-30 01:28:00,106.97,netbanking,bank_h,ecommerce,duplicate_payment_block,3,0.3746,0,,0.195,0.0497,0.1525,0.1303,0.165,0,1,4,30,4.681853410759049,small
pay104605,cus1158,mer104,2025-03-26 21:29:00,4823.88,upi,bank_h,subscription_saas,bank_server_timeout,2,0.875,1,1.0,0.3637,0.7462,0.5394,0.6754,0.2084,0,21,2,26,8.48154114299749,medium
pay100458,cus3954,mer6,2025-06-01 08:14:00,2037.1,debit_card,bank_b,subscription_saas,bank_server_timeout,4,0.7669,0,,0.3028,0.6699,0.7032,0.7518,0.3971,1,8,6,1,7.619773280292334,medium
pay112940,cus2057,mer114,2025-05-24 19:42:00,75.51,upi,bank_g,utility_bills,insufficient_funds,2,0.5726,1,0.0,0.1441,0.3098,0.4372,0.2352,0.3272,1,19,5,24,4.3374214512437606,small
pay103183,cus1273,mer78,2025-01-11 10:19:00,357.93,debit_card,bank_e,food_delivery,issuer_decline,4,0.4647,0,,0.1929,0.163,0.1007,0.3664,0.0,1,10,5,11,5.8831273834035995,small
pay116627,cus2664,mer99,2025-02-25 11:52:00,1375.06,upi,bank_g,subscription_saas,upi_server_busy,2,0.8043,1,1.0,0.2178,0.5476,0.1406,0.5549,0.3861,0,11,1,25,7.226979622193797,medium
pay114646,cus1794,mer56,2025-06-24 04:24:00,18985.16,debit_card,bank_d,education_fees,network_timeout,4,0.7924,1,1.0,0.5361,0.5694,0.3677,0.2397,0.5103,0,4,1,24,9.851465571668427,large
pay116781,cus637,mer16,2025-05-01 10:25:00,223.78,upi,bank_b,food_delivery,insufficient_funds,2,0.5708,1,1.0,0.1265,0.1445,0.5406,0.0613,0.5647,0,10,3,1,5.415122146090121,small
pay109976,cus936,mer94,2025-02-06 10:33:00,366.86,upi,bank_i,utility_bills,bank_server_timeout,4,0.7816,1,0.0,0.1765,0.6136,0.2355,0.4757,0.4244,0,10,3,6,5.907702431002652,small
pay102248,cus1353,mer4,2025-01-29 00:44:00,209.41,upi,bank_h,food_delivery,network_timeout,2,0.7361,0,,0.1856,0.6914,0.0526,0.6833,0.1848,0,0,2,29,5.3490580082512205,small
pay113038,cus3048,mer42,2025-03-03 06:41:00,1481.41,upi,bank_j,utility_bills,card_expired,3,0.1352,0,,0.5162,0.0,0.1585,0.1239,0.0,0,6,0,3,7.30142442076599,medium
pay106244,cus256,mer44,2025-05-25 10:43:00,741.38,upi,bank_i,travel,upi_server_busy,4,0.776,1,0.0,0.2113,0.3461,0.3666,0.7487,0.3121,1,10,6,25,6.609861241453939,medium
pay119033,cus1147,mer57,2025-06-09 05:20:00,52.1,debit_card,bank_d,education_fees,upi_server_busy,2,0.8897,1,1.0,0.3976,0.8708,0.3176,0.6368,0.1396,0,5,0,9,3.9721769282478934,small
pay106054,cus1109,mer98,2025-06-02 22:59:00,962.28,netbanking,bank_c,ecommerce,bank_server_timeout,4,0.798,1,0.0,0.9,0.4953,0.5196,0.7735,0.0469,0,22,0,2,6.870344127583963,medium
pay106969,cus1326,mer12,2025-05-06 23:55:00,731.13,credit_card,bank_a,subscription_saas,issuer_decline,1,0.4158,0,,0.2372,0.1035,0.1753,0.0587,0.0875,0,23,1,6,6.595958093821491,medium
pay103093,cus2432,mer27,2025-02-13 08:48:00,1696.84,upi,bank_i,ecommerce,insufficient_funds,2,0.4275,1,1.0,0.2798,0.1843,0.6532,0.0915,0.5048,0,8,3,13,7.437112133927386,medium
pay115736,cus3494,mer57,2025-06-01 16:26:00,173.25,upi,bank_c,education_fees,bank_server_timeout,1,0.902,1,1.0,0.2607,0.7514,0.4925,0.1032,0.3367,1,16,6,1,5.160491049640633,small
pay105008,cus1790,mer92,2025-05-09 22:23:00,413.41,upi,bank_j,travel,insufficient_funds,3,0.426,0,,0.3092,0.3575,0.7358,0.0928,0.1962,0,22,4,9,6.02685582192825,small
pay118818,cus757,mer61,2025-06-11 02:53:00,7424.05,netbanking,bank_i,food_delivery,otp_expired,3,0.7208,1,1.0,0.4376,0.33,0.3432,0.2848,0.3804,0,2,2,11,8.912614697654961,large
pay113732,cus2894,mer62,2025-02-21 01:31:00,878.32,upi,bank_i,subscription_saas,insufficient_funds,1,0.4442,1,1.0,0.2604,0.1216,0.8243,0.0,0.5114,0,1,4,21,6.779148881491916,medium
pay117207,cus1610,mer64,2025-06-27 19:43:00,914.05,credit_card,bank_a,education_fees,bank_server_timeout,2,0.768,1,0.0,0.1859,0.385,0.3576,0.4863,0.1865,0,19,4,27,6.818978708591291,medium
pay105870,cus1445,mer49,2025-05-22 16:21:00,232.08,netbanking,bank_a,ecommerce,upi_server_busy,1,0.8344,1,1.0,0.7632,0.5547,0.2939,0.0,0.2304,0,16,3,22,5.451381742274873,small
pay114942,cus133,mer75,2025-06-27 21:49:00,464.37,upi,bank_e,food_delivery,insufficient_funds,4,0.4851,0,,0.1047,0.1689,0.4824,0.0,0.293,0,21,4,27,6.1428327881115266,small
pay108360,cus1009,mer54,2025-02-03 00:40:00,186.44,debit_card,bank_a,utility_bills,issuer_decline,1,0.4995,0,,0.2988,0.472,0.1867,0.0,0.0784,0,0,0,3,5.2334587941995405,small
pay116044,cus3090,mer51,2025-02-19 20:18:00,335.19,debit_card,bank_a,ecommerce,network_timeout,2,0.812,1,1.0,0.22,0.4927,0.168,0.412,0.3996,0,20,2,19,5.817676476332267,small
pay109081,cus1108,mer3,2025-01-09 18:14:00,271.33,debit_card,bank_d,food_delivery,insufficient_funds,3,0.5277,1,0.0,0.4201,0.1285,0.3962,0.3477,0.2967,0,18,3,9,5.607014566214904,small
pay106022,cus71,mer89,2025-02-27 03:24:00,250.56,debit_card,bank_f,travel,insufficient_funds,4,0.4789,1,1.0,0.0924,0.2525,0.8769,0.1524,0.5545,0,3,3,27,5.527681529675303,small
pay113471,cus2199,mer33,2025-06-25 20:41:00,1139.28,netbanking,bank_i,education_fees,insufficient_funds,1,0.439,1,1.0,0.3474,0.2255,0.4509,0.0556,0.4649,0,20,2,25,7.03902912526544,medium
pay104585,cus427,mer40,2025-04-20 21:27:00,108.41,debit_card,bank_i,subscription_saas,upi_server_busy,3,0.8878,0,,0.1926,0.6492,0.2919,0.6594,0.3604,1,21,6,20,4.695102293488699,small
pay115155,cus99,mer36,2025-01-06 01:11:00,474.03,upi,bank_j,subscription_saas,insufficient_funds,1,0.5143,0,,0.3536,0.352,0.8202,0.1687,0.56,0,1,0,6,6.163377959935002,small
pay117267,cus454,mer82,2025-04-25 16:18:00,334.07,netbanking,bank_g,food_delivery,bank_server_timeout,4,0.8404,1,0.0,0.8792,0.5353,0.4298,0.7107,0.2152,0,16,4,25,5.814339465220845,small
pay102793,cus153,mer59,2025-04-07 06:46:00,459.18,upi,bank_d,food_delivery,network_timeout,4,0.8027,0,,0.338,0.5202,0.3895,0.4072,0.2106,0,6,0,7,6.131617717291387,small
pay110481,cus3733,mer36,2025-01-25 23:13:00,5000.33,upi,bank_c,ecommerce,bank_server_timeout,1,0.806,0,,0.4645,0.7841,0.5162,0.0898,0.3293,1,23,5,25,8.51745915604451,large
pay109844,cus2224,mer6,2025-05-12 02:43:00,439.91,upi,bank_j,food_delivery,insufficient_funds,1,0.4776,1,0.0,0.3459,0.2266,0.5532,0.1421,0.4404,0,2,0,12,6.0888407729867025,small
pay103812,cus2967,mer7,2025-05-02 11:27:00,1436.07,debit_card,bank_d,subscription_saas,insufficient_funds,3,0.5205,1,0.0,0.4722,0.0283,0.8207,0.1537,0.5412,0,11,4,2,7.27036159748829,medium
pay108033,cus3361,mer44,2025-02-15 02:38:00,1701.18,upi,bank_b,utility_bills,otp_expired,3,0.6586,1,0.0,0.2196,0.5684,0.4698,0.1934,0.2791,1,2,5,15,7.439665061473189,medium
pay103835,cus3676,mer3,2025-05-11 11:13:00,331.61,credit_card,bank_f,ecommerce,insufficient_funds,2,0.5089,0,,0.1266,0.2426,0.5412,0.2822,0.4603,1,11,6,11,5.80697063245237,small
pay119987,cus3827,mer107,2025-03-11 14:04:00,585.47,netbanking,bank_e,education_fees,insufficient_funds,4,0.5231,0,,0.1226,0.2295,0.1392,0.17,0.404,0,14,1,11,6.374121515890138,medium
pay117401,cus1182,mer69,2025-02-19 17:39:00,172.04,debit_card,bank_f,food_delivery,bank_server_timeout,4,0.7989,1,0.0,0.192,0.5105,0.4511,0.7098,0.2642,0,17,2,19,5.153522781644804,small
pay115321,cus3656,mer119,2025-03-18 02:06:00,1488.68,debit_card,bank_i,food_delivery,issuer_decline,3,0.4607,1,0.0,0.2044,0.1924,0.2116,0.3331,0.0211,0,2,1,18,7.306316610773507,medium
pay102714,cus3912,mer105,2025-04-02 03:58:00,545.03,upi,bank_e,food_delivery,issuer_decline,4,0.5063,0,,0.1851,0.3017,0.2705,0.2431,0.1711,0,3,2,2,6.3026739192904255,medium
pay116795,cus1323,mer32,2025-05-17 05:10:00,93.39,upi,bank_a,subscription_saas,duplicate_payment_block,1,0.3185,0,,0.0529,0.099,0.136,0.0764,0.0541,1,5,5,17,4.547435135336853,small
pay103969,cus1084,mer104,2025-04-22 08:37:00,1488.11,credit_card,bank_b,food_delivery,issuer_decline,2,0.5467,0,,0.2854,0.0799,0.1992,0.2787,0.1485,0,8,1,22,7.305933905039328,medium
pay101259,cus1494,mer115,2025-05-25 08:54:00,402.48,debit_card,bank_g,education_fees,bank_server_timeout,4,0.8013,1,1.0,0.2814,0.7962,0.2033,0.6757,0.3668,1,8,6,25,6.000126920186634,small
